"","MascFeel","MascLook","MascOrigin","Pressure","Rom.Lead","HealthWorry","FinWorry","AppWorry","SexWorry","Employ","Education","Income","Children","Marital","Orientation","Race","Age"
"313","m.feel_med","m.app_no","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_u.ret","ed_p.ugrad","inc_nr","child_no","m_mar","so_straight","race_White","a.65+"
"314","m.feel_med","m.app_low","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_both","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_wid","so_straight","race_White","a.35-64"
"315","m.feel_med","m.app_med","o_society","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_pt","ed_p.ugrad","inc_nr","child_yes","m_mar","so_straight","race_black","a.35-64"
"316","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_assoc","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"317","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_perf","emp_u.look","ed_assoc","inc_low","child_yes","m_mar","so_straight","race_other","a.18-34"
"318","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_both","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"319","m.feel_high","m.app_med","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_assoc","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"320","m.feel_med","m.app_no","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_nr","child_no","m_mar","so_other","race_White","a.65+"
"321","m.feel_high","m.app_med","o_both","press_yes","r.lead_no","h.worry_both","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"322","m.feel_med","m.app_med","o_family","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_nr","s.worry_perf","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"323","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_u.ret","ed_assoc","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"324","m.feel_high","m.app_high","o_family","press_yes","r.lead_no","h.worry_ment","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_no","m_wid","so_straight","race_White","a.65+"
"325","m.feel_high","m.app_no","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_no","m_nev","so_bi","race_White","a.35-64"
"326","m.feel_no","m.app_no","o_family","press_no","r.lead_no","h.worry_phys","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_no.hs","inc_mid","child_yes","m_nev","so_other","race_White","a.65+"
"327","m.feel_med","m.app_low","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_wid","so_straight","race_White","a.35-64"
"328","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_wid","so_straight","race_White","a.65+"
"329","m.feel_low","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_other","race_hisp","a.35-64"
"330","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_nr","a.worry_phys","s.worry_perf","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"331","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_nr","a.worry_both","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"332","m.feel_low","m.app_no","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"333","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"334","m.feel_high","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_pt","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"335","m.feel_high","m.app_med","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_nr","child_yes","m_div","so_straight","race_other","a.35-64"
"336","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_perf","emp_u.ret","ed_pgrad","inc_low","child_no","m_wid","so_straight","race_White","a.65+"
"337","m.feel_high","m.app_no","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_low","child_yes","m_mar","so_straight","race_hisp","a.35-64"
"338","m.feel_high","m.app_high","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_mid","child_yes","m_wid","so_straight","race_White","a.65+"
"339","m.feel_high","m.app_no","o_society","press_no","r.lead_no","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"340","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_gen","emp_u.ret","ed_pgrad","inc_low","child_no","m_nev","so_straight","race_White","a.65+"
"341","m.feel_high","m.app_med","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.65+"
"342","m.feel_no","m.app_no","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_div","so_other","race_other","a.65+"
"343","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_phys","f.worry_both","a.worry_phys","s.worry_perf","emp_u.look","ed_pgrad","inc_high","child_yes","m_div","so_straight","race_White","a.35-64"
"344","m.feel_high","m.app_med","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_both","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"345","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"346","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_both","s.worry_perf","emp_ft","ed_ugrad","inc_mid","child_yes","m_wid","so_straight","race_White","a.65+"
"347","m.feel_high","m.app_med","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_both","s.worry_perf","emp_ft","ed_assoc","inc_mid","child_no","m_wid","so_straight","race_White","a.35-64"
"348","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"349","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_no","m_mar","so_straight","race_White","a.65+"
"350","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_no","m_nev","so_straight","race_White","a.35-64"
"351","m.feel_high","m.app_high","o_family","press_no","r.lead_yes","h.worry_ment","f.worry_personal","a.worry_both","s.worry_nr","emp_ft","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"352","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_nr","s.worry_nr","emp_ft","ed_hs","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"353","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"354","m.feel_low","m.app_no","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_both","emp_u.ret","ed_hs","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"355","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_ment","f.worry_both","a.worry_style","s.worry_perf","emp_ft","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.18-34"
"356","m.feel_high","m.app_high","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"357","m.feel_high","m.app_high","o_family","press_no","r.lead_no","h.worry_both","f.worry_nr","a.worry_style","s.worry_nr","emp_pt","ed_hs","inc_low","child_no","m_nev","so_straight","race_black","a.18-34"
"358","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_nr","f.worry_personal","a.worry_both","s.worry_nr","emp_u.nolook","ed_assoc","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"359","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_div","so_straight","race_other","a.35-64"
"360","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_perf","emp_u.ret","ed_assoc","inc_low","child_yes","m_mar","so_gay","race_White","a.65+"
"361","m.feel_med","m.app_high","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_hs","inc_low","child_yes","m_mar","so_straight","race_black","a.35-64"
"362","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_low","child_no","m_div","so_straight","race_White","a.35-64"
"363","m.feel_med","m.app_no","o_family","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_wid","so_straight","race_White","a.65+"
"364","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"365","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_phys","s.worry_nr","emp_pt","ed_assoc","inc_low","child_no","m_nev","so_straight","race_White","a.18-34"
"366","m.feel_low","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_style","s.worry_perf","emp_u.ret","ed_pgrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"367","m.feel_med","m.app_low","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_pt","ed_ugrad","inc_low","child_yes","m_mar","so_straight","race_White","a.35-64"
"368","m.feel_high","m.app_med","o_family","press_no","r.lead_no","h.worry_both","f.worry_both","a.worry_phys","s.worry_nr","emp_u.look","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"369","m.feel_high","m.app_low","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"370","m.feel_med","m.app_med","o_family","press_yes","r.lead_no","h.worry_both","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_nr","child_yes","m_wid","so_straight","race_White","a.65+"
"371","m.feel_med","m.app_med","o_both","press_no","r.lead_no","h.worry_both","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_hs","inc_mid","child_yes","m_sep","so_straight","race_White","a.65+"
"372","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"373","m.feel_high","m.app_low","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"374","m.feel_med","m.app_no","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_low","child_no","m_div","so_other","race_White","a.35-64"
"375","m.feel_high","m.app_low","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_both","a.worry_style","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.18-34"
"376","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_no","m_mar","so_gay","race_White","a.35-64"
"377","m.feel_high","m.app_low","o_both","press_no","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_nr","emp_ft","ed_assoc","inc_low","child_yes","m_mar","so_straight","race_asian","a.35-64"
"378","m.feel_low","m.app_low","o_both","press_no","r.lead_no","h.worry_nr","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"379","m.feel_high","m.app_high","o_society","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_both","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_wid","so_straight","race_White","a.65+"
"380","m.feel_med","m.app_med","o_society","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_low","child_yes","m_mar","so_straight","race_White","a.18-34"
"381","m.feel_low","m.app_med","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_low","child_no","m_nev","so_straight","race_black","a.18-34"
"382","m.feel_med","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"383","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.nolook","ed_p.ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"384","m.feel_med","m.app_med","o_both","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"385","m.feel_med","m.app_high","o_both","press_no","r.lead_no","h.worry_phys","f.worry_personal","a.worry_both","s.worry_nr","emp_u.nolook","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"386","m.feel_med","m.app_no","o_both","press_no","r.lead_no","h.worry_nr","f.worry_personal","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_nr","child_yes","m_mar","so_straight","race_other","a.35-64"
"387","m.feel_med","m.app_low","o_society","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_both","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"388","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_yes","m_wid","so_straight","race_White","a.65+"
"389","m.feel_high","m.app_med","o_both","press_no","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_nr","emp_u.nolook","ed_assoc","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"390","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"391","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"392","m.feel_high","m.app_low","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_other","a.18-34"
"393","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_providing","a.worry_nr","s.worry_nr","emp_ft","ed_hs","inc_high","child_no","m_nev","so_straight","race_White","a.18-34"
"394","m.feel_high","m.app_med","o_family","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"395","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_both","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"396","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.65+"
"397","m.feel_high","m.app_med","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_gen","emp_u.nolook","ed_assoc","inc_low","child_yes","m_wid","so_straight","race_White","a.65+"
"398","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_both","emp_u.nolook","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"399","m.feel_high","m.app_no","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"400","m.feel_med","m.app_high","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"401","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"402","m.feel_high","m.app_no","o_family","press_yes","r.lead_no","h.worry_ment","f.worry_nr","a.worry_both","s.worry_nr","emp_pt","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"403","m.feel_high","m.app_no","o_both","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"404","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_mar","so_bi","race_White","a.35-64"
"405","m.feel_high","m.app_no","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_other","a.65+"
"406","m.feel_high","m.app_high","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_phys","s.worry_perf","emp_u.look","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"407","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"408","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"409","m.feel_med","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_pt","ed_ugrad","inc_mid","child_no","m_nev","so_straight","race_asian","a.35-64"
"410","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_perf","emp_u.look","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"411","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"412","m.feel_low","m.app_low","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"413","m.feel_med","m.app_high","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_hs","inc_low","child_no","m_nev","so_straight","race_White","a.65+"
"414","m.feel_high","m.app_low","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_both","s.worry_perf","emp_u.ret","ed_p.ugrad","inc_high","child_yes","m_div","so_straight","race_other","a.35-64"
"415","m.feel_med","m.app_med","o_both","press_no","r.lead_no","h.worry_both","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_assoc","inc_low","child_yes","m_mar","so_straight","race_black","a.35-64"
"416","m.feel_high","m.app_low","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_both","s.worry_nr","emp_u.ret","ed_no.hs","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"417","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_both","s.worry_perf","emp_pt","ed_pgrad","inc_high","child_no","m_mar","so_straight","race_White","a.65+"
"418","m.feel_high","m.app_high","o_family","press_no","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"419","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_both","f.worry_personal","a.worry_phys","s.worry_gen","emp_u.look","ed_hs","inc_low","child_no","m_nev","so_bi","race_White","a.18-34"
"420","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_other","a.65+"
"421","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_black","a.65+"
"422","m.feel_high","m.app_low","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_no","m_wid","so_straight","race_White","a.18-34"
"423","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_no","m_mar","so_gay","race_White","a.65+"
"424","m.feel_high","m.app_med","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"425","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_perf","emp_ft","ed_pgrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"426","m.feel_high","m.app_low","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.nolook","ed_p.ugrad","inc_nr","child_no","m_nev","so_straight","race_White","a.35-64"
"427","m.feel_med","m.app_med","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_both","emp_u.nolook","ed_ugrad","inc_mid","child_yes","m_nev","so_gay","race_hisp","a.35-64"
"428","m.feel_high","m.app_low","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_pgrad","inc_low","child_yes","m_div","so_straight","race_White","a.65+"
"429","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"430","m.feel_high","m.app_low","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_perf","emp_u.ret","ed_pgrad","inc_nr","child_yes","m_div","so_other","race_White","a.65+"
"431","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"432","m.feel_med","m.app_med","o_both","press_no","r.lead_yes","h.worry_ment","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_no","m_div","so_straight","race_White","a.35-64"
"433","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_nr","f.worry_providing","a.worry_both","s.worry_perf","emp_ft","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"434","m.feel_med","m.app_med","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_gen","emp_u.ret","ed_p.ugrad","inc_low","child_no","m_mar","so_straight","race_black","a.35-64"
"435","m.feel_med","m.app_low","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_low","child_no","m_nev","so_gay","race_White","a.35-64"
"436","m.feel_med","m.app_no","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_assoc","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"437","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"438","m.feel_low","m.app_low","o_society","press_yes","r.lead_no","h.worry_both","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"439","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
